date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:00:57	167654/167654	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/portfolio/PGW15.jpg	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/portfolio/PGW15.jpg	(from http://portfolio.julienperrault.fr/)
12:00:58	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/fancybox/blank.gif	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/fancybox/blank.gif	(from http://portfolio.julienperrault.fr/css/jquery.fancybox.css)
12:00:58	1003/1003	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/fancybox/fancybox_overlay.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/fancybox/fancybox_overlay.png	(from http://portfolio.julienperrault.fr/css/jquery.fancybox.css)
12:00:58	6567/6567	---M--	200	added ('OK')	image/gif	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/fancybox/fancybox_loading.gif	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/fancybox/fancybox_loading.gif	(from http://portfolio.julienperrault.fr/css/jquery.fancybox.css)
12:00:59	6553/6553	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/fancybox/fancybox_sprite@2x.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/fancybox/fancybox_sprite@2x.png	(from http://portfolio.julienperrault.fr/css/jquery.fancybox.css)
12:01:01	13984/13984	---M--	200	added ('OK')	image/gif	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/fancybox/fancybox_loading@2x.gif	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/fancybox/fancybox_loading@2x.gif	(from http://portfolio.julienperrault.fr/css/jquery.fancybox.css)
12:01:01	129/129	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/plus.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/plus.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:01	463/463	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/home-icon.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/home-icon.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:02	271/271	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/experience-icon.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/experience-icon.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:02	333/333	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/portfolio-icon.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/portfolio-icon.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:02	462/462	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/contact-icon.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/contact-icon.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:03	564/564	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/header-shadow.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/header-shadow.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:04	4164/4164	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/photo-inner.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/photo-inner.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:04	830/830	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/personal-info-sep.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/personal-info-sep.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:05	1270/1270	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/injob-icon.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/injob-icon.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:05	302/302	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/dl-icon.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/dl-icon.png	(from http://portfolio.julienperrault.fr/css/style.css)
12:01:08	133761/133761	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/portfolio/FindMyInterest.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/portfolio/FindMyInterest.png	(from http://portfolio.julienperrault.fr/)
12:01:34	981480/981480	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/c_ccna1.jpg	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/c_ccna1.jpg	(from http://portfolio.julienperrault.fr/)
12:01:48	723978/723978	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/fond.jpg	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/fond.jpg	(from http://portfolio.julienperrault.fr/css/style.css)
